id,paciente_nome,cpf,procedimento,codigo_tuss,executado,prescricao,dente,dentista,dentista_email,cro_dentista,created_at,fraude,status,motivo_atencao,suspicious
85,Adriana Torres,12411824424,Extração Dentária Simples,84000018.0,Exodontia do dente 12 com técnica minimamente invasiva,Metronidazol 400mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,18,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2022-01-24T00:00:00,0.0,normal,,False
86,Fabio Cunha,4966319340,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 45 - sessão 1/3,Dipirona 500mg - 1 comp. 6/6h se dor,15,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2022-01-24T00:00:00,1.0,atencao,Canal 21 dias após profilaxia (indica problema pré-existente não detectado),True
87,Fabio Cunha,4966319340,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,34,Dra. Patricia Mendes Costa,patricia.costa@odontovision.com.br,CRO-RJ 32156,2022-01-24T00:00:00,0.0,normal,,False
88,Sergio Caldeira,26284987749,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 21, classe I oclusal",Sem prescrição medicamentosa,25,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2022-01-25T00:00:00,0.0,normal,,False
89,Simone Barros,57773872171,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 15 - sessão 2/3,Sem prescrição medicamentosa,16,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2022-01-25T00:00:00,0.0,normal,,False
90,Eduardo Nogueira,68011280511,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 24,Sem prescrição medicamentosa,21,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2022-01-25T00:00:00,0.0,normal,,False
91,Ricardo Teixeira,53419283261,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,23,Dra. Patricia Mendes Costa,patricia.costa@odontovision.com.br,CRO-RJ 32156,2022-01-25T00:00:00,0.0,normal,,False
92,Eduardo Nogueira,68011280511,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,25,Dr. Eduardo Henrique Santos,eduardo.santos@odontovision.com.br,CRO-PR 19876,2022-01-25T00:00:00,0.0,normal,,False
93,Anderson Moreira,41395376719,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 36 - sessão 3/3,Amoxicilina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,23,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2022-01-25T00:00:00,0.0,normal,,False
94,Bruno Araújo,87083172757,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,34,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2022-01-25T00:00:00,0.0,normal,,False
95,Adriana Torres,12411824424,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 43 - sessão 2/3,Azitromicina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 750mg - 1 comp. 6/6h se dor,45,Dra. Patricia Mendes Costa,patricia.costa@odontovision.com.br,CRO-RJ 32156,2022-01-26T00:00:00,1.0,atencao,Canal 2 dias após clareamento (altamente suspeito < 14 dias),True
96,Patricia Ribeiro,87262473131,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 28, classe I oclusal",Sem prescrição medicamentosa,35,Dr. Roberto Carlos Lima,roberto.lima@odontovision.com.br,CRO-MG 28934,2022-01-26T00:00:00,0.0,normal,,False
97,Anderson Moreira,53287101269,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,43,Dra. Patricia Mendes Costa,patricia.costa@odontovision.com.br,CRO-RJ 32156,2022-01-26T00:00:00,0.0,normal,,False
98,Thiago Barbosa,31586923250,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,46,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2022-01-26T00:00:00,0.0,normal,,False
99,Leonardo Freitas,46872343052,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,33,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2022-01-26T00:00:00,0.0,normal,,False
100,Sergio Caldeira,26284987749,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 21, classe I oclusal",Sem prescrição medicamentosa,44,Dr. Eduardo Henrique Santos,eduardo.santos@odontovision.com.br,CRO-PR 19876,2022-01-26T00:00:00,0.0,normal,,False
101,Simone Barros,57773872171,Extração Dentária Simples,84000018.0,Exodontia do dente 33 com técnica minimamente invasiva,Cefalexina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 750mg - 1 comp. 6/6h se dor,38,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2022-01-26T00:00:00,0.0,normal,,False
102,Simone Barros,57773872171,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 22,Sem prescrição medicamentosa,38,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2022-01-27T00:00:00,0.0,normal,,False
103,Anderson Moreira,41395376719,Extração Dentária Simples,84000018.0,Exodontia do dente 46 com técnica minimamente invasiva,Metronidazol 400mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,47,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2022-01-27T00:00:00,0.0,normal,,False
104,Thiago Barbosa,31586923250,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,34,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2022-01-27T00:00:00,0.0,normal,,False
105,Raquel Melo,65423511674,Extração Dentária Simples,84000018.0,Exodontia do dente 47 com técnica minimamente invasiva,Sem prescrição medicamentosa,14,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2022-01-28T00:00:00,0.0,normal,,False
106,Raquel Melo,65423511674,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 26 - sessão 2/3,Metronidazol 400mg - 1 comp. 8/8h por 7 dias,43,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2022-01-28T00:00:00,0.0,normal,,False
107,Carlos Rodrigues,71822782430,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,41,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2022-01-28T00:00:00,0.0,normal,,False
108,Juliana Souza,83842513550,Extração Dentária Simples,84000018.0,Exodontia do dente 34 com técnica minimamente invasiva,Nimesulida 100mg - 1 comp. 12/12h por 3 dias,32,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2022-01-28T00:00:00,0.0,normal,,False
109,Sergio Caldeira,26284987749,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 37,Azitromicina 500mg - 1 comp. 8/8h por 7 dias | Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,42,Dr. Eduardo Henrique Santos,eduardo.santos@odontovision.com.br,CRO-PR 19876,2022-01-28T00:00:00,0.0,normal,,False
110,Sergio Caldeira,26284987749,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,21,Dr. Eduardo Henrique Santos,eduardo.santos@odontovision.com.br,CRO-PR 19876,2022-01-28T00:00:00,0.0,normal,,False
111,Ricardo Teixeira,53419283261,Extração Dentária Simples,84000018.0,Exodontia do dente 17 com técnica minimamente invasiva,Cefalexina 500mg - 1 comp. 8/8h por 7 dias | Dipirona 500mg - 1 comp. 6/6h se dor | Nimesulida 100mg - 1 comp. 12/12h por 3 dias,14,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2022-01-28T00:00:00,0.0,normal,,False
112,Amanda Carvalho,73467065600,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Amoxicilina 500mg - 1 comp. 8/8h por 7 dias,35,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2022-01-28T00:00:00,1.0,atencao,Prescrição farmacológica sem procedimento compatível,True
113,Sergio Caldeira,26284987749,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 24 - sessão 1/3,Paracetamol 750mg - 1 comp. 6/6h se dor | Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,43,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2022-01-31T00:00:00,1.0,atencao,Canal 7 dias após profilaxia (indica problema pré-existente não detectado) | Canal 3 dias após clareamento (altamente suspeito < 14 dias),True
114,Anderson Moreira,53287101269,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,21,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2022-01-31T00:00:00,0.0,normal,,False
115,Camila Ferreira,70482814802,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,25,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2022-01-31T00:00:00,0.0,normal,,False
116,Bruno Araújo,87083172757,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 24,Amoxicilina + Clavulanato 875mg - 1 comp. 8/8h por 7 dias | Paracetamol 750mg - 1 comp. 6/6h se dor | Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,17,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2022-01-31T00:00:00,0.0,normal,,False
117,Raquel Melo,65423511674,Extração Dentária Simples,84000018.0,Exodontia do dente 18 com técnica minimamente invasiva,Cefalexina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,14,Dr. Eduardo Henrique Santos,eduardo.santos@odontovision.com.br,CRO-PR 19876,2022-01-31T00:00:00,0.0,normal,,False
118,Patricia Ribeiro,87262473131,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Sem prescrição medicamentosa,22,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2022-01-31T00:00:00,0.0,normal,,False
119,Amanda Carvalho,73467065600,Extração Dentária Simples,84000018.0,Exodontia do dente 16 com técnica minimamente invasiva,Azitromicina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Nimesulida 100mg - 1 comp. 12/12h por 3 dias,28,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2022-01-31T00:00:00,0.0,normal,,False
120,Renata Ramos,27743487300,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,16,Dra. Patricia Mendes Costa,patricia.costa@odontovision.com.br,CRO-RJ 32156,2022-02-01T00:00:00,0.0,normal,,False
121,Juliana Souza,83842513550,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,26,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2022-02-01T00:00:00,0.0,normal,,False
122,Fabio Cunha,4966319340,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 13, classe I oclusal",Sem prescrição medicamentosa,47,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2022-02-01T00:00:00,0.0,normal,,False
123,Simone Barros,57773872171,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 41,Metronidazol 400mg - 1 comp. 8/8h por 7 dias | Paracetamol 750mg - 1 comp. 6/6h se dor | Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,45,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2022-02-01T00:00:00,0.0,normal,,False
124,Eduardo Nogueira,38637940285,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 27,Amoxicilina + Clavulanato 875mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,41,Dr. Eduardo Henrique Santos,eduardo.santos@odontovision.com.br,CRO-PR 19876,2022-02-02T00:00:00,0.0,normal,,False
125,Eduardo Nogueira,38637940285,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 45, classe I oclusal",Sem prescrição medicamentosa,13,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2022-02-02T00:00:00,0.0,normal,,False
126,Cristina Azevedo,85435346231,Extração Dentária Simples,84000018.0,Exodontia do dente 14 com técnica minimamente invasiva,Azitromicina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,26,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2022-02-02T00:00:00,0.0,normal,,False
127,Eduardo Nogueira,68011280511,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 48 - sessão 1/3,Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,44,Dr. Eduardo Henrique Santos,eduardo.santos@odontovision.com.br,CRO-PR 19876,2022-02-03T00:00:00,1.0,atencao,Canal 28 dias após profilaxia (indica problema pré-existente não detectado) | Canal 9 dias após clareamento (altamente suspeito < 14 dias),True
128,Luciana Cavalcanti,26916697857,Extração Dentária Simples,84000018.0,Exodontia do dente 22 com técnica minimamente invasiva,Paracetamol 750mg - 1 comp. 6/6h se dor | Nimesulida 100mg - 1 comp. 12/12h por 3 dias,34,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2022-02-03T00:00:00,0.0,normal,,False
129,Ricardo Teixeira,53419283261,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 14, classe I oclusal",Sem prescrição medicamentosa,25,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2022-02-03T00:00:00,0.0,normal,,False
130,Raquel Melo,65423511674,Extração Dentária Simples,84000018.0,Exodontia do dente 26 com técnica minimamente invasiva,Amoxicilina 500mg - 1 comp. 8/8h por 7 dias | Dipirona 500mg - 1 comp. 6/6h se dor,47,Dra. Patricia Mendes Costa,patricia.costa@odontovision.com.br,CRO-RJ 32156,2022-02-03T00:00:00,0.0,normal,,False
131,Carlos Rodrigues,71822782430,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 35,Metronidazol 400mg - 1 comp. 8/8h por 7 dias | Paracetamol 750mg - 1 comp. 6/6h se dor | Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,28,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2022-02-03T00:00:00,0.0,normal,,False
132,Cristina Azevedo,85435346231,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 27,Azitromicina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,13,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2022-02-03T00:00:00,0.0,normal,,False
133,Amanda Carvalho,73467065600,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 48,Sem prescrição medicamentosa,31,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2022-02-03T00:00:00,0.0,normal,,False
134,Juliana Souza,83842513550,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 24, classe I oclusal",Sem prescrição medicamentosa,48,Dr. Roberto Carlos Lima,roberto.lima@odontovision.com.br,CRO-MG 28934,2022-02-04T00:00:00,0.0,normal,,False
135,Leonardo Freitas,45299124180,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 11, classe I oclusal",Sem prescrição medicamentosa,14,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2022-02-04T00:00:00,0.0,normal,,False
136,Ricardo Teixeira,53419283261,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 38, classe I oclusal",Sem prescrição medicamentosa,46,Dr. Roberto Carlos Lima,roberto.lima@odontovision.com.br,CRO-MG 28934,2022-02-04T00:00:00,0.0,normal,,False
137,Leonardo Freitas,45299124180,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Azitromicina 500mg - 1 comp. 8/8h por 7 dias,11,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2022-02-04T00:00:00,1.0,atencao,Prescrição farmacológica sem procedimento compatível,True
138,Leonardo Freitas,46872343052,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 17,Amoxicilina + Clavulanato 875mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,24,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2022-02-04T00:00:00,0.0,normal,,False
139,Beatriz Pereira,23623166537,Extração Dentária Simples,84000018.0,Exodontia do dente 16 com técnica minimamente invasiva,Dipirona 500mg - 1 comp. 6/6h se dor | Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,34,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2022-02-07T00:00:00,0.0,normal,,False
140,Sergio Caldeira,26284987749,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,36,Dr. Roberto Carlos Lima,roberto.lima@odontovision.com.br,CRO-MG 28934,2022-02-07T00:00:00,0.0,normal,,False
141,Sergio Caldeira,26284987749,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,15,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2022-02-07T00:00:00,1.0,atencao,Profilaxia repetida em 14 dias (mínimo normal: 90 dias),True
